accident_id,accident_date,location,severity
A008397,2023-05-09,East Larry,Severe
A008398,2024-05-24,East Johnnyburgh,Minor
A008399,2023-06-08,West Dianaburgh,Moderate
A008400,2024-07-09,New Matthewport,Moderate
A008401,2023-11-07,South Christopher,Minor
A008402,2023-08-05,West Scottside,Severe
A008403,2023-08-30,Sharonmouth,Minor
A008404,2023-04-04,New Aaron,Moderate
A008405,2024-10-09,Gwendolynton,Minor
A008406,2023-05-21,Jacobsonburgh,Severe
A008407,2024-04-03,Lake Debraside,Moderate
A008408,2023-03-09,Wrightville,Moderate
A008409,2023-06-03,East Angelaberg,Moderate
A008410,2023-05-10,West Jackmouth,Severe
A008411,2023-04-03,Lake David,Minor
A008412,2024-01-23,Rachelmouth,Severe
A008413,2023-04-25,Lake Kevin,Minor
A008414,2024-11-11,North Cindyburgh,Minor
A008415,2024-05-11,Port Kimberlyhaven,Minor
A008416,2024-12-04,Hansonville,Severe
A008417,2024-04-04,Blackwellberg,Severe
A008418,2023-03-08,Maldonadoland,Severe
A008419,2024-11-13,New Christopherstad,Minor
A008420,2024-04-28,Vaughnborough,Moderate
A008421,2023-08-05,Jonesfort,Severe
A008422,2023-05-19,Frankland,Minor
A008423,2023-07-02,Brianchester,Moderate
A008424,2025-01-31,Robinsonchester,Severe
A008425,2024-07-18,Annetteside,Moderate
A008426,2023-12-30,West Mollyside,Severe
A008427,2024-01-30,South Victoria,Minor
A008428,2024-08-28,Johnview,Moderate
A008429,2025-01-04,North Brittanyfort,Minor
A008430,2023-06-12,Katherineborough,Minor
A008431,2023-11-26,Daniellebury,Severe
A008432,2023-11-13,East Jade,Severe
A008433,2025-01-13,Wilkersonport,Minor
A008434,2024-07-26,Port Dawnville,Minor
A008435,2023-07-25,New Trevorview,Minor
A008436,2024-08-07,Medinaport,Severe
A008437,2023-07-16,Sheltonberg,Severe
A008438,2024-01-30,West Wanda,Moderate
A008439,2024-01-01,Amyhaven,Severe
A008440,2024-08-17,West Scott,Severe
A008441,2023-08-04,Port Stephen,Moderate
A008442,2024-03-10,South Carl,Severe
A008443,2024-04-21,Harrisborough,Severe
A008444,2023-11-14,Valenzuelaland,Moderate
A008445,2025-02-06,North Laurie,Moderate
A008446,2024-06-07,Harrisshire,Minor
A008447,2025-01-25,East Tiffanybury,Moderate
A008448,2024-01-23,Bryanburgh,Moderate
A008449,2023-12-05,Rachelberg,Minor
A008450,2023-08-10,Lake Ryanburgh,Minor
A008451,2024-03-08,Rachelland,Minor
A008452,2024-08-31,East Jamesburgh,Moderate
A008453,2024-03-06,Kristenborough,Minor
A008454,2024-06-08,Matthewside,Minor
A008455,2024-02-19,East Jessicamouth,Moderate
A008456,2024-01-18,South Brendashire,Minor
A008457,2024-11-22,Valerietown,Minor
A008458,2023-07-13,Padillaport,Minor
A008459,2025-02-01,Stephensside,Severe
A008460,2024-04-16,New Rogermouth,Moderate
A008461,2023-05-21,South Nicholas,Minor
A008462,2023-10-14,Lake Debrafurt,Severe
A008463,2023-12-16,West Daniel,Severe
A008464,2023-12-22,New Christinatown,Severe
A008465,2024-06-27,North Timothyland,Moderate
A008466,2023-09-24,Jacksonfort,Moderate
A008467,2024-03-21,Lake Alisontown,Severe
A008468,2024-06-07,Wagnermouth,Severe
A008469,2024-08-01,Lake Stevenmouth,Moderate
A008470,2024-09-16,Rangelstad,Minor
A008471,2023-04-23,Wendystad,Severe
A008472,2024-03-15,New Ronaldview,Severe
A008473,2024-07-04,Michaeltown,Moderate
A008474,2025-01-29,Kristintown,Minor
A008475,2023-05-04,West Brandistad,Severe
A008476,2024-05-13,Lake Patricia,Moderate
A008477,2024-01-11,Lake Meganview,Minor
A008478,2023-06-16,Meltonbury,Severe
A008479,2024-08-21,New Alexanderbury,Minor
A008480,2024-10-04,Dawnmouth,Severe
A008481,2024-07-25,Mauricemouth,Severe
A008482,2024-09-30,Jaredtown,Moderate
A008483,2023-07-09,Nicholeville,Minor
A008484,2024-10-26,New Jacobborough,Moderate
A008485,2024-04-20,Flemingmouth,Severe
A008486,2023-05-03,Lake Melanieland,Minor
A008487,2025-01-27,Sotoside,Severe
A008488,2023-02-23,Lake Donald,Moderate
A008489,2023-05-17,Lake Kevin,Severe
A008490,2023-10-12,Danielletown,Moderate
A008491,2024-07-06,New Kellyberg,Minor
A008492,2024-03-07,North Coreyfort,Severe
A008493,2023-09-01,East Jackson,Moderate
A008494,2023-05-11,East Stephanieville,Severe
A008495,2023-11-21,Karenborough,Moderate
A008496,2025-02-06,Lake Jorgehaven,Minor
A008497,2024-11-15,West Joyce,Moderate
A008498,2023-08-04,North Taraberg,Severe
A008499,2023-07-05,Williamsmouth,Minor
A008500,2023-08-01,West Joannafort,Severe
A008501,2023-06-28,Lake Scottview,Minor
A008502,2023-07-17,Hurstbury,Moderate
A008503,2023-12-14,North Meganstad,Minor
A008504,2023-09-02,East Jasonview,Minor
A008505,2023-02-28,West Randy,Severe
A008506,2024-01-03,Jamesfurt,Moderate
A008507,2023-12-26,Thomasborough,Minor
A008508,2024-05-10,Ericmouth,Moderate
A008509,2024-09-26,South Peterborough,Minor
A008510,2025-02-03,Vasquezton,Severe
A008511,2024-12-23,Browntown,Severe
A008512,2023-03-16,Kevinview,Moderate
A008513,2023-04-25,West Rodneyhaven,Minor
A008514,2023-07-15,New Patrickshire,Moderate
A008515,2024-02-24,Harrisland,Minor
A008516,2023-09-15,Michaelhaven,Moderate
A008517,2024-07-21,Bellview,Severe
A008518,2024-08-30,Atkinsshire,Severe
A008519,2024-12-08,North Nathaniel,Severe
A008520,2023-09-18,Erikaview,Severe
A008521,2024-11-18,Toddside,Severe
A008522,2023-02-27,East Phillipchester,Minor
A008523,2024-02-08,Chaseton,Severe
A008524,2023-12-27,Fletcherfurt,Severe
A008525,2023-11-06,West Lauriebury,Moderate
A008526,2023-09-22,Rileyland,Moderate
A008527,2023-03-06,Sheatown,Minor
A008528,2025-02-06,North Craigberg,Severe
A008529,2024-01-09,East Michael,Moderate
A008530,2023-07-20,Port Adam,Severe
A008531,2023-12-08,Port Nathanville,Minor
A008532,2023-07-20,Dawnland,Severe
A008533,2023-02-23,North Matthew,Minor
A008534,2024-12-12,New Austinmouth,Severe
A008535,2025-02-19,Port Cherylbury,Moderate
A008536,2024-01-20,Millerside,Severe
A008537,2023-02-24,Darrellview,Minor
A008538,2025-02-16,West Michealside,Severe
A008539,2025-02-13,South Kellyville,Minor
A008540,2023-03-13,New Jenniferside,Severe
A008541,2025-02-07,Lawrencemouth,Moderate
A008542,2024-09-21,Jenniferfurt,Minor
A008543,2024-04-27,Myersfort,Severe
A008544,2023-05-16,Richardberg,Minor
A008545,2023-09-19,Kempmouth,Moderate
A008546,2023-10-01,South Michele,Minor
A008547,2024-01-07,Michaelville,Minor
A008548,2024-12-21,West Yvonneland,Moderate
A008549,2023-04-26,Whitetown,Moderate
A008550,2024-10-08,Debrafurt,Minor
A008551,2023-08-28,South Alanchester,Severe
A008552,2023-06-19,North Tracy,Minor
A008553,2023-09-02,Cisnerosview,Severe
A008554,2024-01-03,Michaelborough,Moderate
A008555,2024-12-18,East Kaitlynchester,Moderate
A008556,2023-09-19,Micheleville,Severe
A008557,2024-01-24,North Lisa,Severe
A008558,2023-12-12,Lake Deborahberg,Moderate
A008559,2024-01-25,Raymondview,Severe
A008560,2023-02-28,East Chadtown,Moderate
A008561,2023-12-12,North Wendymouth,Severe
A008562,2024-05-11,New Paulaside,Severe
A008563,2024-01-19,New Ambershire,Severe
A008564,2024-06-12,West Darrenmouth,Moderate
A008565,2023-06-20,Conniemouth,Minor
A008566,2024-05-03,Anthonyshire,Severe
A008567,2023-10-14,Lake Ashley,Moderate
A008568,2024-03-16,North Derekport,Severe
A008569,2023-11-20,Waltonshire,Severe
A008570,2023-10-29,New Evelyn,Moderate
A008571,2024-05-14,Lake Michael,Minor
A008572,2023-08-17,Melissamouth,Severe
A008573,2023-10-24,Nguyenville,Moderate
A008574,2024-07-29,South Vanessaberg,Minor
A008575,2023-09-12,Lisafurt,Minor
A008576,2024-10-03,Barbaramouth,Moderate
A008577,2023-11-29,New Emilyhaven,Severe
A008578,2023-04-11,Calhounside,Moderate
A008579,2024-03-15,Martinfurt,Severe
A008580,2024-04-06,East Cynthiahaven,Minor
A008581,2024-04-29,Charlesport,Minor
A008582,2024-05-04,East Andrew,Minor
A008583,2024-10-14,Howellstad,Moderate
A008584,2023-11-03,East Briannaville,Severe
A008585,2024-05-29,Port Kelly,Severe
A008586,2024-02-09,Lake Timothyborough,Minor
A008587,2025-01-30,Vaughnmouth,Severe
A008588,2023-07-04,East Andrewborough,Moderate
A008589,2023-03-23,South Christopher,Minor
A008590,2024-01-03,South Michaelberg,Minor
A008591,2023-03-15,West Veronica,Moderate
A008592,2023-12-07,Franklinview,Moderate
A008593,2023-05-26,East James,Moderate
A008594,2023-06-09,New Cody,Minor
A008595,2023-10-10,Port Theresaview,Moderate
A008596,2023-04-05,North Anthony,Severe
A008597,2023-09-25,Murphychester,Moderate
A008598,2024-06-27,East Heatherchester,Moderate
A008599,2023-11-15,Keychester,Severe
A008600,2024-05-14,Travisstad,Severe
A008601,2024-10-10,East Monica,Minor
A008602,2024-06-29,North Davidfurt,Severe
A008603,2025-01-26,Joshuatown,Moderate
A008604,2023-06-05,Port Roberttown,Minor
A008605,2023-11-23,South Andreafort,Minor
A008606,2024-08-18,New William,Moderate
A008607,2023-07-17,Kellyside,Severe
A008608,2024-10-24,East Nicoleburgh,Severe
A008609,2024-11-12,Angelastad,Severe
A008610,2024-02-04,West Crystalside,Moderate
A008611,2024-07-16,Denisebury,Severe
A008612,2024-05-17,Port Shaun,Moderate
A008613,2023-08-28,Robinsontown,Minor
A008614,2023-08-23,Port Carol,Moderate
A008615,2024-01-15,Port Jeremy,Minor
A008616,2023-07-30,New Nicholas,Severe
A008617,2025-02-16,East Kathychester,Severe
A008618,2023-07-05,Moniqueland,Moderate
A008619,2023-11-06,Tylerstad,Minor
A008620,2025-02-13,East Davidborough,Severe
A008621,2024-05-17,West Christopherbury,Moderate
A008622,2024-12-02,Yatesfurt,Moderate
A008623,2023-10-16,Davidstad,Severe
A008624,2024-11-30,Rayshire,Moderate
A008625,2023-08-23,North Josephborough,Severe
A008626,2023-07-24,Browningfurt,Minor
A008627,2024-07-19,West Sharon,Minor
A008628,2024-09-10,New Jacob,Severe
A008629,2024-04-18,Jesseborough,Moderate
A008630,2023-03-17,Smithview,Minor
A008631,2024-02-16,Jessicaburgh,Severe
A008632,2023-06-10,New Jason,Minor
A008633,2023-09-16,New Richardtown,Minor
A008634,2024-02-24,Aprilfort,Minor
A008635,2023-03-04,West Melissa,Severe
A008636,2024-05-22,Port Alexandraborough,Minor
A008637,2025-01-17,North Jamesborough,Severe
A008638,2024-02-23,East Cynthia,Severe
A008639,2023-06-08,Devinside,Minor
A008640,2024-08-27,Smithville,Minor
A008641,2023-03-07,Lopezchester,Severe
A008642,2024-06-22,North Nancy,Minor
A008643,2024-08-09,Port Kelly,Moderate
A008644,2024-04-07,East Timothyport,Minor
A008645,2023-08-16,Romeromouth,Moderate
A008646,2025-01-10,Laurabury,Severe
A008647,2024-09-17,Port Brooketown,Minor
A008648,2023-07-02,Kelseyville,Minor
A008649,2023-07-10,Walshshire,Severe
A008650,2025-02-15,Glorialand,Severe
A008651,2024-08-26,North Megan,Minor
A008652,2024-12-30,Donaldmouth,Moderate
A008653,2025-02-11,Gravesberg,Severe
A008654,2023-08-17,Nicholasville,Severe
A008655,2024-01-29,Markchester,Minor
A008656,2023-07-22,Lake Angelamouth,Moderate
A008657,2023-02-24,Port Thomastown,Moderate
A008658,2023-12-14,West Josestad,Minor
A008659,2025-01-14,Lake Andrewchester,Severe
A008660,2024-05-10,Port Matthewhaven,Minor
A008661,2025-01-03,South Nicholas,Minor
A008662,2024-12-28,Colemanberg,Moderate
A008663,2023-11-14,Colemanfurt,Moderate
A008664,2023-10-18,Port Sara,Severe
A008665,2024-05-26,Thompsonton,Severe
A008666,2025-02-11,Marcusfurt,Minor
A008667,2025-01-14,Linside,Severe
A008668,2023-03-31,North Laurastad,Moderate
A008669,2024-12-10,Port Jackbury,Moderate
A008670,2024-12-12,Lawrenceshire,Severe
A008671,2023-05-09,Patrickfurt,Moderate
A008672,2023-04-12,Richardville,Moderate
A008673,2024-04-26,Jonesmouth,Severe
A008674,2024-05-12,Antonioborough,Severe
A008675,2024-01-30,Port Melissa,Minor
A008676,2024-02-19,East Nicoleshire,Severe
A008677,2023-06-02,Loriburgh,Moderate
A008678,2024-02-03,Davidhaven,Moderate
A008679,2025-02-04,Kathleenberg,Minor
A008680,2024-08-21,East Jason,Minor
A008681,2025-01-21,Lake Taylorton,Severe
A008682,2023-07-24,Robinsonville,Minor
A008683,2024-03-24,Lynnland,Moderate
A008684,2024-03-19,Lake Erinfort,Severe
A008685,2024-03-13,Jodifort,Minor
A008686,2024-07-28,Jamesview,Moderate
A008687,2023-06-10,Brandonmouth,Minor
A008688,2024-02-18,Wrightland,Severe
A008689,2024-12-06,South Susanborough,Severe
A008690,2024-04-08,Rojasview,Minor
A008691,2024-09-15,Schroederbury,Severe
A008692,2023-03-21,Kathleenmouth,Severe
A008693,2023-07-23,New Jessicaton,Minor
A008694,2024-01-23,Jamesmouth,Moderate
A008695,2023-10-17,Jeffreyberg,Moderate
A008696,2024-09-03,South Johnborough,Moderate
A008697,2023-10-11,South Justin,Severe
A008698,2024-03-15,East Jeanmouth,Severe
A008699,2025-02-08,Lake Michael,Moderate
A008700,2023-09-07,Breannashire,Moderate
A008701,2023-04-03,Reedtown,Moderate
A008702,2023-06-25,Larabury,Moderate
A008703,2023-06-21,Stevensburgh,Minor
A008704,2024-10-13,Nelsonchester,Moderate
A008705,2024-08-22,Philipchester,Minor
A008706,2024-05-31,Fordview,Severe
A008707,2024-12-27,East Karaside,Severe
A008708,2023-08-11,Valentinetown,Minor
A008709,2024-04-03,Bradhaven,Severe
A008710,2023-04-05,Robertbury,Minor
A008711,2023-09-29,Mitchellmouth,Severe
A008712,2023-03-06,Lake Dianaborough,Minor
A008713,2024-03-08,Whiteberg,Moderate
A008714,2024-10-30,South Lindseybury,Severe
A008715,2023-11-07,Douglasville,Moderate
A008716,2025-02-08,Erinport,Severe
A008717,2024-07-15,West James,Severe
A008718,2023-03-25,Lake Andreamouth,Severe
A008719,2024-12-06,Port Cody,Minor
A008720,2024-06-24,Port Daniellehaven,Severe
A008721,2024-11-07,East Elizabethhaven,Severe
A008722,2023-09-22,Terrencestad,Severe
A008723,2023-07-09,Port Jamesburgh,Minor
A008724,2025-02-09,West Curtisborough,Severe
A008725,2024-09-25,Catherinefurt,Minor
A008726,2023-10-30,Lake Jenniferborough,Minor
A008727,2024-12-25,East Heatherview,Severe
A008728,2025-01-02,Greenfort,Severe
A008729,2023-06-12,South Jason,Moderate
A008730,2024-04-12,New Charlottemouth,Moderate
A008731,2023-03-07,Marcusville,Minor
A008732,2025-01-13,Brownborough,Moderate
A008733,2025-01-10,Dylanfort,Moderate
A008734,2023-02-28,Evelynchester,Moderate
A008735,2023-07-15,Lewisfurt,Moderate
A008736,2024-07-20,North Stevenchester,Moderate
A008737,2024-05-01,Amandaton,Moderate
A008738,2023-07-11,Trujilloland,Minor
A008739,2023-10-12,Smithtown,Moderate
A008740,2024-11-20,Port Jeffrey,Minor
A008741,2024-05-23,Nelsonport,Severe
A008742,2024-03-25,North Aprilstad,Severe
A008743,2023-06-25,Lake Kathyport,Moderate
A008744,2024-11-26,Port Tracy,Moderate
A008745,2024-12-28,Mariohaven,Severe
A008746,2024-06-17,Port Brent,Severe
A008747,2023-09-30,Port Tiffanyview,Moderate
A008748,2025-02-10,West Stacyfort,Minor
A008749,2023-12-12,Lake Michaelburgh,Severe
A008750,2023-03-25,South Andreaville,Severe
A008751,2023-07-13,South Jessicahaven,Moderate
A008752,2023-04-23,Port Stephaniemouth,Severe
A008753,2024-12-15,Davisburgh,Moderate
A008754,2024-07-09,Cowanberg,Severe
A008755,2024-02-11,Jacksonview,Moderate
A008756,2024-11-02,South Susan,Moderate
A008757,2023-10-24,Ingramside,Severe
A008758,2023-06-11,East Julie,Moderate
A008759,2023-10-20,North Matthew,Moderate
A008760,2024-09-03,South Mackenzie,Moderate
A008761,2023-07-09,Brianborough,Moderate
A008762,2023-08-17,East Justin,Moderate
A008763,2025-02-08,Andersonbury,Minor
A008764,2024-07-09,West David,Severe
A008765,2023-05-13,Lancechester,Severe
A008766,2023-06-23,Christinaport,Severe
A008767,2023-04-01,Andrewtown,Moderate
A008768,2023-04-24,Juliemouth,Moderate
A008769,2024-09-13,Silvahaven,Severe
A008770,2025-01-11,North Thomasview,Severe
A008771,2023-04-12,Lake Caroline,Severe
A008772,2024-05-05,South Melissaview,Severe
A008773,2023-12-12,South Robert,Moderate
A008774,2024-08-23,Tiffanymouth,Moderate
A008775,2023-07-31,Marymouth,Moderate
A008776,2023-02-21,Port Adamland,Moderate
A008777,2024-06-22,South Amberhaven,Severe
A008778,2024-04-19,Lake Samanthaport,Minor
A008779,2023-08-10,Patriciastad,Minor
A008780,2023-07-23,Johnsonport,Moderate
A008781,2024-10-08,Lisahaven,Minor
A008782,2024-01-04,East Ernestland,Minor
A008783,2023-04-03,South Vanessa,Moderate
A008784,2024-07-05,Youngborough,Minor
A008785,2025-02-22,Heatherberg,Moderate
A008786,2023-03-18,Lake Jerrytown,Severe
A008787,2024-11-26,East Debbie,Minor
A008788,2024-10-01,Lake Dennis,Minor
A008789,2025-01-12,Hallbury,Moderate
A008790,2024-03-09,Josephside,Minor
A008791,2024-11-12,Lesliemouth,Moderate
A008792,2024-11-19,New Christopherberg,Severe
A008793,2024-04-01,Martinezshire,Minor
A008794,2023-03-23,Bakerport,Severe
A008795,2024-12-17,Rubenshire,Minor
A008796,2024-04-10,Markchester,Minor
A008797,2023-05-28,Arnoldhaven,Severe
A008798,2025-01-12,Skinnerborough,Minor
A008799,2024-07-29,Serranochester,Severe
A008800,2023-09-08,Chaseberg,Moderate
A008801,2024-12-13,Mariachester,Moderate
A008802,2023-03-14,Patrickview,Moderate
A008803,2024-04-13,Shellyside,Minor
A008804,2023-12-29,New Amandafort,Minor
A008805,2024-08-11,Shaunberg,Severe
A008806,2023-06-10,West Rebeccaland,Moderate
A008807,2023-07-11,Hoffmanberg,Severe
A008808,2024-04-23,North Yvonne,Severe
A008809,2023-09-19,Lopezbury,Minor
A008810,2023-08-21,New Meganmouth,Severe
A008811,2024-12-26,Dayberg,Minor
A008812,2024-07-12,South Ivan,Minor
A008813,2023-08-11,Port Brandon,Minor
A008814,2024-12-25,Fieldsville,Severe
A008815,2024-05-04,Vaughanview,Minor
A008816,2024-08-09,West Jamie,Severe
A008817,2023-05-22,West Kimberlyberg,Moderate
A008818,2024-08-26,Port Crystal,Moderate
A008819,2024-02-15,Tinaborough,Moderate
A008820,2023-06-28,Lindaton,Minor
A008821,2023-11-30,West Alexander,Severe
A008822,2023-09-06,Schneiderfort,Moderate
A008823,2023-09-09,Harrisonborough,Severe
A008824,2024-12-21,Dianaburgh,Moderate
A008825,2024-10-16,Combsland,Severe
A008826,2023-04-07,Port Denniston,Moderate
A008827,2024-09-28,East Luisland,Moderate
A008828,2023-08-25,South Jodistad,Moderate
A008829,2023-03-14,West Daniel,Moderate
A008830,2023-08-24,West Jamie,Moderate
A008831,2023-04-21,Floresville,Minor
A008832,2024-01-22,Martinezfurt,Severe
A008833,2023-08-19,Richardhaven,Severe
A008834,2024-03-12,Mitchellport,Severe
A008835,2024-04-29,Garrettfurt,Moderate
A008836,2023-09-20,New Melissaborough,Moderate
A008837,2023-10-07,Geraldport,Minor
A008838,2024-04-09,Lake Erika,Moderate
A008839,2024-12-14,Port Shawnmouth,Minor
A008840,2023-03-15,Taylorland,Moderate
A008841,2024-01-25,Hutchinsonborough,Moderate
A008842,2023-08-04,North Jeremy,Minor
A008843,2023-05-25,Anthonyburgh,Moderate
A008844,2023-11-06,Campbellville,Moderate
A008845,2024-03-14,South Wesleytown,Moderate
A008846,2024-11-20,East Bryce,Severe
A008847,2023-11-13,Lake Karenside,Moderate
A008848,2024-07-25,Dawnstad,Moderate
A008849,2023-12-26,West Anita,Moderate
A008850,2024-04-15,Port Joan,Moderate
A008851,2024-05-27,Ramirezfort,Severe
A008852,2023-10-17,Nguyenhaven,Severe
A008853,2023-09-15,Grayborough,Minor
A008854,2023-08-10,Lake Jeremystad,Severe
A008855,2024-09-26,Hannahview,Severe
A008856,2024-03-06,Hallhaven,Moderate
A008857,2023-03-08,South Shawn,Minor
A008858,2023-11-13,Ralphberg,Severe
A008859,2023-09-12,West Rodney,Severe
A008860,2024-05-10,New Maureen,Severe
A008861,2024-06-27,Mirandaport,Moderate
A008862,2023-03-22,Hernandezmouth,Severe
A008863,2024-12-19,South Jenniferland,Severe
A008864,2024-08-07,Ericaport,Severe
A008865,2024-03-09,Yolandaton,Severe
A008866,2023-11-17,Lake Sheliaborough,Moderate
A008867,2024-12-14,North Kristen,Severe
A008868,2024-04-14,East Wendy,Severe
A008869,2023-06-14,Mayerborough,Severe
A008870,2025-01-31,East Frederick,Severe
A008871,2024-02-13,South Justinmouth,Moderate
A008872,2024-09-05,North Kristine,Moderate
A008873,2023-06-03,West Michael,Moderate
A008874,2024-04-30,Walshburgh,Moderate
A008875,2024-12-06,Sparksland,Moderate
A008876,2024-07-23,East Veronicamouth,Minor
A008877,2024-03-07,Amandabury,Minor
A008878,2024-08-07,South Hollyfurt,Moderate
A008879,2025-02-02,Territown,Minor
A008880,2024-02-25,West Ericabury,Severe
A008881,2024-03-04,Port Mollyland,Minor
A008882,2023-03-09,East Melissa,Minor
A008883,2025-01-20,Richardsonmouth,Severe
A008884,2024-06-01,Lewistown,Minor
A008885,2024-02-02,Suttonmouth,Moderate
A008886,2025-02-06,Lake Anne,Moderate
A008887,2025-01-31,Charlenechester,Severe
A008888,2023-08-19,Carlachester,Moderate
A008889,2023-06-19,New Rebeccaview,Severe
A008890,2024-03-16,Williamsmouth,Moderate
A008891,2023-02-25,East Ashleyshire,Severe
A008892,2024-06-10,Ginaport,Severe
A008893,2023-11-22,South Brandonfurt,Moderate
A008894,2024-01-24,Hensonberg,Severe
A008895,2023-12-27,Ortizmouth,Severe
A008896,2024-12-01,East Michaelberg,Severe
A008897,2024-12-08,Lake Melissaberg,Minor
A008898,2024-09-13,North Michelle,Moderate
A008899,2023-04-16,West Cody,Moderate
A008900,2023-05-21,West Susanside,Severe
A008901,2024-11-07,Cookland,Moderate
A008902,2023-05-19,Hillborough,Minor
A008903,2024-02-17,Allenland,Severe
A008904,2024-07-07,North Colleenshire,Moderate
A008905,2024-06-28,East Bethville,Moderate
